resultraceid,result_pos,resulthorsenum,resulthorsename,resultdate,resulttime,resultcourse
776422,1,16,Atletico El Culano,2021-01-17,11:40,Maronas
776422,2,9,Olympic Harvard,2021-01-17,11:40,Maronas
776422,3,4,Keep Down,2021-01-17,11:40,Maronas
776422,4,17,Mitterrand,2021-01-17,11:40,Maronas
776422,5,12,El Curato,2021-01-17,11:40,Maronas
776422,6,3,Bobby Q,2021-01-17,11:40,Maronas
776422,7,2,Hechicero,2021-01-17,11:40,Maronas
776422,8,6,Mourinho,2021-01-17,11:40,Maronas
776422,9,11,Miltitoplp,2021-01-17,11:40,Maronas
776422,10,13,Independent Honour,2021-01-17,11:40,Maronas
776422,11,5,Leopardo Real,2021-01-17,11:40,Maronas
776422,12,10,Little Vicky,2021-01-17,11:40,Maronas
776422,13,14,Cerro Largo,2021-01-17,11:40,Maronas
776422,14,7,Garmisch,2021-01-17,11:40,Maronas
776422,15,15,Mundanal,2021-01-17,11:40,Maronas
776422,16,8,Capita,2021-01-17,11:40,Maronas
776421,1,8,Quick,2021-01-17,11:37,Santa Anita
776421,2,5,Hermaphrodite,2021-01-17,11:37,Santa Anita
776421,3,3,Altea,2021-01-17,11:37,Santa Anita
776421,4,6,Lucky Peridot,2021-01-17,11:37,Santa Anita
776421,5,7,Carpe Vinum,2021-01-17,11:37,Santa Anita
776421,6,9,Ms Peintour,2021-01-17,11:37,Santa Anita
776421,7,4,Aunt Lubie,2021-01-17,11:37,Santa Anita
776421,8,2,Miss Addie Pray,2021-01-17,11:37,Santa Anita
776421,9,1,Avenue De France,2021-01-17,11:37,Santa Anita
776420,1,1,Aero Trem,2021-01-17,10:00,Maronas
776420,2,9,Sub Manner,2021-01-17,10:00,Maronas
776420,3,6,Rey Victorioso,2021-01-17,10:00,Maronas
776420,4,14,Silver Rye,2021-01-17,10:00,Maronas
776420,5,11,Gaucho,2021-01-17,10:00,Maronas
776420,6,4,Homeu,2021-01-17,10:00,Maronas
776420,7,8,Blanc De Noirs,2021-01-17,10:00,Maronas
776420,8,15,El Prodigo,2021-01-17,10:00,Maronas
776420,9,12,Larravide,2021-01-17,10:00,Maronas
776420,10,1,Al Mare,2021-01-17,10:00,Maronas
776420,11,2,Mindcraft Plane,2021-01-17,10:00,Maronas
776420,12,5,Leoparda Brava,2021-01-17,10:00,Maronas
776420,13,10,Noidea Day,2021-01-17,10:00,Maronas
776420,14,3,Pushkin,2021-01-17,10:00,Maronas
776420,15,2,Lo Felipe,2021-01-17,10:00,Maronas
776420,16,7,Great Spirit,2021-01-17,10:00,Maronas
776419,1,7,Honra Real,2021-01-17,6:50,Maronas
776419,2,5,Instamancha,2021-01-17,6:50,Maronas
776419,3,8,Blossom,2021-01-17,6:50,Maronas
776419,4,3,Fanatica,2021-01-17,6:50,Maronas
776419,5,9,Villa D'Este,2021-01-17,6:50,Maronas
776419,6,2,Sentimental,2021-01-17,6:50,Maronas
776419,7,4,Astrid,2021-01-17,6:50,Maronas
776419,8,12,Algecira Fever,2021-01-17,6:50,Maronas
776419,9,6,Que Felicidad,2021-01-17,6:50,Maronas
776419,10,1,Nessum Dorma,2021-01-17,6:50,Maronas
776419,11,11,Cozy Fever,2021-01-17,6:50,Maronas
776419,NA,1,Otimista Ph,2021-01-17,6:50,Maronas
774011,1,2,Motawaafeq,2021-01-17,4:05,Southwell (AW)
774011,2,5,Nordic Fire,2021-01-17,4:05,Southwell (AW)
774011,3,8,Iva Reflection,2021-01-17,4:05,Southwell (AW)
774011,4,6,Nick Vedder,2021-01-17,4:05,Southwell (AW)
774011,5,9,Bond Angel,2021-01-17,4:05,Southwell (AW)
774011,6,1,Al Suil Eile,2021-01-17,4:05,Southwell (AW)
774011,7,7,Kraka,2021-01-17,4:05,Southwell (AW)
774011,8,3,Salam Ya Faisal,2021-01-17,4:05,Southwell (AW)
774011,9,12,Unapologetic,2021-01-17,4:05,Southwell (AW)
774011,10,4,Global Melody,2021-01-17,4:05,Southwell (AW)
774011,11,11,Western Dawn,2021-01-17,4:05,Southwell (AW)
776181,1,1,Atlantic Shore,2021-01-17,3:50,Punchestown
776181,2,4,Screaming Colours,2021-01-17,3:50,Punchestown
776181,3,12,Cushinstown Finest,2021-01-17,3:50,Punchestown
776181,4,2,High Sparrow,2021-01-17,3:50,Punchestown
776181,5,7,Spades Are Trumps,2021-01-17,3:50,Punchestown
776181,6,10,Minellafordollars,2021-01-17,3:50,Punchestown
776181,7,9,Cappacurry Zak,2021-01-17,3:50,Punchestown
776181,NA,5,Out Sam,2021-01-17,3:50,Punchestown
776181,NA,13,Spancil Hill,2021-01-17,3:50,Punchestown
776181,NA,6,Fairly Legal,2021-01-17,3:50,Punchestown
776181,NA,3,Mormon,2021-01-17,3:50,Punchestown
776181,NA,8,Major Destination,2021-01-17,3:50,Punchestown
774008,1,6,Requinto Dawn,2021-01-17,3:35,Southwell (AW)
774008,2,5,Alsvinder,2021-01-17,3:35,Southwell (AW)
774008,3,3,Katheefa,2021-01-17,3:35,Southwell (AW)
774008,4,4,Storm Over,2021-01-17,3:35,Southwell (AW)
774008,5,7,Bellevarde,2021-01-17,3:35,Southwell (AW)
774008,6,2,Zylan,2021-01-17,3:35,Southwell (AW)
774008,7,9,Shackabooah,2021-01-17,3:35,Southwell (AW)
774008,8,1,Wasntexpectingthat,2021-01-17,3:35,Southwell (AW)
774008,9,8,Equidae,2021-01-17,3:35,Southwell (AW)
776151,1,7,Son Of Normandy,2021-01-17,3:30,Abu Dhabi
776151,2,2,Blue Sovereign,2021-01-17,3:30,Abu Dhabi
776151,3,11,East Asia,2021-01-17,3:30,Abu Dhabi
776151,4,14,Terrain,2021-01-17,3:30,Abu Dhabi
776151,5,1,Celestial Spheres,2021-01-17,3:30,Abu Dhabi
776151,6,9,Autumn Pride,2021-01-17,3:30,Abu Dhabi
776151,7,5,Cranesbill,2021-01-17,3:30,Abu Dhabi
776151,8,4,Skygazer,2021-01-17,3:30,Abu Dhabi
776151,9,3,Franz Schubert,2021-01-17,3:30,Abu Dhabi
776151,10,12,Immortalised,2021-01-17,3:30,Abu Dhabi
776151,11,8,Fitzsimmons,2021-01-17,3:30,Abu Dhabi
776151,12,6,Murray River,2021-01-17,3:30,Abu Dhabi
776151,13,10,Bowditch,2021-01-17,3:30,Abu Dhabi
776151,14,13,Gypsy Moth,2021-01-17,3:30,Abu Dhabi
776180,1,2,Kristian Goingwel,2021-01-17,3:20,Punchestown
776180,2,5,Goulane Jessie,2021-01-17,3:20,Punchestown
776180,3,1,An Marcach,2021-01-17,3:20,Punchestown
776180,4,11,Wee Small Hours,2021-01-17,3:20,Punchestown
776180,5,4,It's Only A Number,2021-01-17,3:20,Punchestown
776180,6,12,Flynsini,2021-01-17,3:20,Punchestown
776180,7,6,Cash Me Outside,2021-01-17,3:20,Punchestown
776180,8,7,Sweet As A Nut,2021-01-17,3:20,Punchestown
776180,9,8,Load Up Time,2021-01-17,3:20,Punchestown
776180,10,9,Pacte In The Park,2021-01-17,3:20,Punchestown
776180,NA,3,Princely Conn,2021-01-17,3:20,Punchestown
776180,NA,10,Greenway Machine,2021-01-17,3:20,Punchestown
774010,1,7,False Id,2021-01-17,3:05,Southwell (AW)
774010,2,1,Maykir,2021-01-17,3:05,Southwell (AW)
774010,3,5,Dramatista,2021-01-17,3:05,Southwell (AW)
774010,4,2,Grimsthorpe Castle,2021-01-17,3:05,Southwell (AW)
774010,5,3,Flight Command,2021-01-17,3:05,Southwell (AW)
774010,6,6,Going Native,2021-01-17,3:05,Southwell (AW)
776178,1,12,Owl Creek Bridge,2021-01-17,2:50,Punchestown
776178,2,6,Favori Logique,2021-01-17,2:50,Punchestown
776178,3,3,Casamari Abbey,2021-01-17,2:50,Punchestown
776178,4,1,Blue Markie,2021-01-17,2:50,Punchestown
776178,5,14,Beeper's Ruby,2021-01-17,2:50,Punchestown
776178,6,11,Le Pogues Storm,2021-01-17,2:50,Punchestown
776178,NA,7,Good Luck Hope,2021-01-17,2:50,Punchestown
776178,NA,8,Half Shot,2021-01-17,2:50,Punchestown
776178,NA,2,Cappacon,2021-01-17,2:50,Punchestown
776178,NA,10,Jack Fiasco,2021-01-17,2:50,Punchestown
776178,NA,9,Hell On Earth,2021-01-17,2:50,Punchestown
776178,NA,15,Miss Cedille,2021-01-17,2:50,Punchestown
776178,NA,5,Ensel Du Perche,2021-01-17,2:50,Punchestown
776178,NA,4,Castlegrange,2021-01-17,2:50,Punchestown
774006,1,2,Notation,2021-01-17,2:35,Southwell (AW)
774006,2,1,Chipiron,2021-01-17,2:35,Southwell (AW)
774006,3,5,Mukha Magic,2021-01-17,2:35,Southwell (AW)
774006,4,3,Summeronsevenhills,2021-01-17,2:35,Southwell (AW)
774006,5,4,Arabian King,2021-01-17,2:35,Southwell (AW)
776183,1,11,Klassy Kay,2021-01-17,2:20,Punchestown
776183,2,8,Exit To The West,2021-01-17,2:20,Punchestown
776183,3,7,Amor Verdadero,2021-01-17,2:20,Punchestown
776183,4,5,Smiths Girl,2021-01-17,2:20,Punchestown
776183,5,12,Howaya Aoife,2021-01-17,2:20,Punchestown
776183,6,3,Owenacurra Lass,2021-01-17,2:20,Punchestown
776183,7,10,Hidden Dilemma,2021-01-17,2:20,Punchestown
776183,8,9,Lauderdale Lady,2021-01-17,2:20,Punchestown
776183,9,2,Duchess Ravenwaves,2021-01-17,2:20,Punchestown
776183,10,6,Lily's Gem,2021-01-17,2:20,Punchestown
776183,NA,13,Strong Roots,2021-01-17,2:20,Punchestown
774007,1,3,Thrave,2021-01-17,2:05,Southwell (AW)
774007,2,4,Defence Treaty,2021-01-17,2:05,Southwell (AW)
774007,3,1,Parallel World,2021-01-17,2:05,Southwell (AW)
774007,4,5,Hotspur Harry,2021-01-17,2:05,Southwell (AW)
774007,5,2,Amadeus Grey,2021-01-17,2:05,Southwell (AW)
774007,6,6,My Boy Lewis,2021-01-17,2:05,Southwell (AW)
776184,1,8,Frere Tuck,2021-01-17,1:50,Punchestown
776184,2,18,Hurricane Cliff,2021-01-17,1:50,Punchestown
776184,3,10,Lifetime Ambition,2021-01-17,1:50,Punchestown
776184,4,2,Colonel Mustard,2021-01-17,1:50,Punchestown
776184,5,23,Golf Marin,2021-01-17,1:50,Punchestown
776184,6,5,Excelcior,2021-01-17,1:50,Punchestown
776184,7,9,Inviction,2021-01-17,1:50,Punchestown
776184,8,15,Der Mc,2021-01-17,1:50,Punchestown
776184,9,1,Autumn Crusade,2021-01-17,1:50,Punchestown
776184,10,6,Extreme Cacao,2021-01-17,1:50,Punchestown
776184,11,12,Vee Dancer,2021-01-17,1:50,Punchestown
776184,12,19,King And Queen,2021-01-17,1:50,Punchestown
776184,13,11,Oscaraldo,2021-01-17,1:50,Punchestown
776184,14,7,Frankfurter,2021-01-17,1:50,Punchestown
776184,15,20,Cliara,2021-01-17,1:50,Punchestown
776184,16,13,Barefoot Man,2021-01-17,1:50,Punchestown
776184,17,14,Cast Iron,2021-01-17,1:50,Punchestown
776184,18,17,Future Gold,2021-01-17,1:50,Punchestown
776184,19,16,Edmond Dantes,2021-01-17,1:50,Punchestown
776184,NA,4,Double Gunning,2021-01-17,1:50,Punchestown
774009,1,2,Ghost Rider,2021-01-17,1:35,Southwell (AW)
774009,2,8,Driftwood,2021-01-17,1:35,Southwell (AW)
774009,3,4,Mellys Flyer,2021-01-17,1:35,Southwell (AW)
774009,4,7,Caprese Girl,2021-01-17,1:35,Southwell (AW)
774009,5,1,Blue Galaxy,2021-01-17,1:35,Southwell (AW)
774009,6,3,Johnny Boom,2021-01-17,1:35,Southwell (AW)
774009,7,6,Waltzing,2021-01-17,1:35,Southwell (AW)
774009,8,5,Mutakaamil,2021-01-17,1:35,Southwell (AW)
776182,1,1,Dreal Deal,2021-01-17,1:20,Punchestown
776182,2,5,Ganapathi,2021-01-17,1:20,Punchestown
776182,3,4,Power Of Pause,2021-01-17,1:20,Punchestown
776182,4,8,Echoes In Rain,2021-01-17,1:20,Punchestown
776182,5,6,Gua Du Large,2021-01-17,1:20,Punchestown
776182,6,7,Magic Tricks,2021-01-17,1:20,Punchestown
776182,NA,2,Fire Attack,2021-01-17,1:20,Punchestown
774012,1,1,Fast Emma,2021-01-17,1:05,Southwell (AW)
774012,2,9,Smokey Malone,2021-01-17,1:05,Southwell (AW)
774012,3,3,Katty D,2021-01-17,1:05,Southwell (AW)
774012,4,4,Omany Amber,2021-01-17,1:05,Southwell (AW)
774012,5,5,Halwa Azyan,2021-01-17,1:05,Southwell (AW)
774012,6,6,Misty Awana,2021-01-17,1:05,Southwell (AW)
774012,7,2,Dandini,2021-01-17,1:05,Southwell (AW)
774012,8,8,Baroness Rachael,2021-01-17,1:05,Southwell (AW)
774012,9,10,Arlecchino's Shade,2021-01-17,1:05,Southwell (AW)
774012,10,7,Selfless Act,2021-01-17,1:05,Southwell (AW)
776179,1,1,Envoi Allen,2021-01-17,12:50,Punchestown
776179,2,4,Fils D'oudairies,2021-01-17,12:50,Punchestown
776179,3,3,Dinny Lacey,2021-01-17,12:50,Punchestown
776179,NA,2,Asterion Forlonge,2021-01-17,12:50,Punchestown
776179,NA,6,Sempo,2021-01-17,12:50,Punchestown
776280,1,13,Tempest Express,2021-01-17,9:45,Sha Tin
776280,2,10,The Hulk,2021-01-17,9:45,Sha Tin
776280,3,11,My Sugar,2021-01-17,9:45,Sha Tin
776280,4,14,Romantic Combo,2021-01-17,9:45,Sha Tin
776280,5,8,Ka Ying Excellent,2021-01-17,9:45,Sha Tin
776280,6,12,Telecom Cheetah,2021-01-17,9:45,Sha Tin
776280,7,1,Vitralite,2021-01-17,9:45,Sha Tin
776280,8,2,Star Of Yuen Long,2021-01-17,9:45,Sha Tin
776280,9,7,Right Choice,2021-01-17,9:45,Sha Tin
776280,10,5,Sparky Trail,2021-01-17,9:45,Sha Tin
776280,11,4,Amara Win,2021-01-17,9:45,Sha Tin
776280,12,6,Talenti,2021-01-17,9:45,Sha Tin
776280,13,9,Ming Warrior,2021-01-17,9:45,Sha Tin
776280,14,3,Smart Folks,2021-01-17,9:45,Sha Tin
776288,1,4,Beauty Applause,2021-01-17,9:10,Sha Tin
776288,2,5,Wellington,2021-01-17,9:10,Sha Tin
776288,3,13,Larson,2021-01-17,9:10,Sha Tin
776288,4,8,Multimillion,2021-01-17,9:10,Sha Tin
776288,5,10,Green Aeon,2021-01-17,9:10,Sha Tin
776288,6,6,Massive Pocket,2021-01-17,9:10,Sha Tin
776288,7,12,Mega Heart,2021-01-17,9:10,Sha Tin
776288,8,7,Czarson,2021-01-17,9:10,Sha Tin
776288,9,3,Victoriam,2021-01-17,9:10,Sha Tin
776288,10,14,Joyful Union,2021-01-17,9:10,Sha Tin
776288,11,2,Classic Unicorn,2021-01-17,9:10,Sha Tin
776288,12,11,Baltic Success,2021-01-17,9:10,Sha Tin
776288,13,9,Perpetuum,2021-01-17,9:10,Sha Tin
776288,14,1,Winner Supreme,2021-01-17,9:10,Sha Tin
776287,1,7,Hongkong Great,2021-01-17,8:35,Sha Tin
776287,2,9,Ping Hai Treasure,2021-01-17,8:35,Sha Tin
776287,3,12,Party Everyday,2021-01-17,8:35,Sha Tin
776287,4,6,Harmony Spirit,2021-01-17,8:35,Sha Tin
776287,5,11,Nothing New,2021-01-17,8:35,Sha Tin
776287,6,5,Foodie Princess,2021-01-17,8:35,Sha Tin
776287,7,3,Turin Redstar,2021-01-17,8:35,Sha Tin
776287,8,14,Flying On The Turf,2021-01-17,8:35,Sha Tin
776287,9,2,Elite Patch,2021-01-17,8:35,Sha Tin
776287,10,10,Biz Power,2021-01-17,8:35,Sha Tin
776287,11,8,Jolly Honour,2021-01-17,8:35,Sha Tin
776287,12,4,Amazing News,2021-01-17,8:35,Sha Tin
776287,13,1,Conqueror,2021-01-17,8:35,Sha Tin
776287,14,13,Ruby Stars,2021-01-17,8:35,Sha Tin
776286,1,1,Ping Hai Bravo,2021-01-17,8:05,Sha Tin
776286,2,3,Valiant Dream,2021-01-17,8:05,Sha Tin
776286,3,13,Carroll Street,2021-01-17,8:05,Sha Tin
776286,4,4,Metro Warrior,2021-01-17,8:05,Sha Tin
776286,5,5,War Of Courage,2021-01-17,8:05,Sha Tin
776286,6,14,Forte,2021-01-17,8:05,Sha Tin
776286,7,2,Utopia Life,2021-01-17,8:05,Sha Tin
776286,8,6,Flashcard,2021-01-17,8:05,Sha Tin
776286,9,12,Super Commander,2021-01-17,8:05,Sha Tin
776286,10,8,Happy Good Guys,2021-01-17,8:05,Sha Tin
776286,11,9,Winning Brew,2021-01-17,8:05,Sha Tin
776286,12,11,Baltic Whisper,2021-01-17,8:05,Sha Tin
776286,13,7,Good Luck Charm,2021-01-17,8:05,Sha Tin
776286,14,10,Aca Power,2021-01-17,8:05,Sha Tin
776285,1,5,Family Folks,2021-01-17,7:35,Sha Tin
776285,2,11,Hot Chili Pepper,2021-01-17,7:35,Sha Tin
776285,3,13,Smart Wongchoy,2021-01-17,7:35,Sha Tin
776285,4,1,Everyone's Delight,2021-01-17,7:35,Sha Tin
776285,5,12,Voyage Star,2021-01-17,7:35,Sha Tin
776285,6,10,Young Victory,2021-01-17,7:35,Sha Tin
776285,7,3,Judy's Star,2021-01-17,7:35,Sha Tin
776285,8,7,Inno Legend,2021-01-17,7:35,Sha Tin
776285,9,14,Little Thunder,2021-01-17,7:35,Sha Tin
776285,10,9,Victoria General,2021-01-17,7:35,Sha Tin
776285,11,8,Leisure And Gold,2021-01-17,7:35,Sha Tin
776285,12,4,Circuit Hero,2021-01-17,7:35,Sha Tin
776285,13,2,Happy Warrior,2021-01-17,7:35,Sha Tin
776285,14,6,Forza Speedo,2021-01-17,7:35,Sha Tin
776284,1,6,New Future,2021-01-17,7:00,Sha Tin
776284,2,1,Classic Posh,2021-01-17,7:00,Sha Tin
776284,3,3,Super Red Dragon,2021-01-17,7:00,Sha Tin
776284,4,2,Galactic,2021-01-17,7:00,Sha Tin
776284,5,13,Run The Table,2021-01-17,7:00,Sha Tin
776284,6,14,All Best Friends,2021-01-17,7:00,Sha Tin
776284,7,4,Dandy Years,2021-01-17,7:00,Sha Tin
776284,8,11,Sunday Betting,2021-01-17,7:00,Sha Tin
776284,9,8,Touch Faith,2021-01-17,7:00,Sha Tin
776284,10,5,Gladsome Ryder,2021-01-17,7:00,Sha Tin
776284,11,12,Alloy King,2021-01-17,7:00,Sha Tin
776284,12,9,Multimore,2021-01-17,7:00,Sha Tin
776284,13,7,Steel Win,2021-01-17,7:00,Sha Tin
776284,14,10,Little Player,2021-01-17,7:00,Sha Tin
776396,1,3,Gratias,2021-01-17,6:45,Nakayama
776396,2,1,Time To Heaven,2021-01-17,6:45,Nakayama
776396,3,6,Ten Bagger,2021-01-17,6:45,Nakayama
776396,4,5,Weiss Meteor,2021-01-17,6:45,Nakayama
776396,5,10,Platina Treasure,2021-01-17,6:45,Nakayama
776396,6,2,Taiso,2021-01-17,6:45,Nakayama
776396,7,7,Eikai Phantom,2021-01-17,6:45,Nakayama
776396,8,9,Accel,2021-01-17,6:45,Nakayama
776396,9,4,Takeru Jack,2021-01-17,6:45,Nakayama
776396,10,11,Rakan,2021-01-17,6:45,Nakayama
776396,11,8,Black Lotus,2021-01-17,6:45,Nakayama
776396,12,12,Dictator,2021-01-17,6:45,Nakayama
776395,1,14,Shoryu Ikuzo,2021-01-17,6:35,Chukyo
776395,2,5,Miss Mamma Mia,2021-01-17,6:35,Chukyo
776395,3,11,Courageux Guerrier,2021-01-17,6:35,Chukyo
776395,4,4,Sanrei Pocket,2021-01-17,6:35,Chukyo
776395,5,3,Satono Saltus,2021-01-17,6:35,Chukyo
776395,6,13,Reiho Romance,2021-01-17,6:35,Chukyo
776395,7,8,Satono Impresa,2021-01-17,6:35,Chukyo
776395,8,12,Waseda In Blue,2021-01-17,6:35,Chukyo
776395,9,9,Velox,2021-01-17,6:35,Chukyo
776395,10,10,Admire Virgo,2021-01-17,6:35,Chukyo
776395,11,2,Rosa Glauca,2021-01-17,6:35,Chukyo
776395,12,1,Daiwa Cagney,2021-01-17,6:35,Chukyo
776395,13,6,Air Windsor,2021-01-17,6:35,Chukyo
776395,14,7,Valerio,2021-01-17,6:35,Chukyo
776395,15,15,L'Excellence,2021-01-17,6:35,Chukyo
776395,16,16,Misdirection,2021-01-17,6:35,Chukyo
776283,1,11,Lady First,2021-01-17,6:30,Sha Tin
776283,2,8,So Awesome,2021-01-17,6:30,Sha Tin
776283,3,4,Double Take,2021-01-17,6:30,Sha Tin
776283,4,7,Crown Avenue,2021-01-17,6:30,Sha Tin
776283,5,1,Red Elysees,2021-01-17,6:30,Sha Tin
776283,6,10,King's Race,2021-01-17,6:30,Sha Tin
776283,7,9,El Valiente,2021-01-17,6:30,Sha Tin
776283,8,2,Skyey Supreme,2021-01-17,6:30,Sha Tin
776283,9,6,London Luckystar,2021-01-17,6:30,Sha Tin
776283,10,5,Wealthy Employee,2021-01-17,6:30,Sha Tin
776283,11,13,Happy Jai Jai,2021-01-17,6:30,Sha Tin
776283,12,3,Lumen Baba,2021-01-17,6:30,Sha Tin
776283,13,12,Sun Sun Fa Fa,2021-01-17,6:30,Sha Tin
776283,14,14,Impeccable Fellow,2021-01-17,6:30,Sha Tin
776282,1,2,Elusive State,2021-01-17,6:00,Sha Tin
776282,2,5,Encore Boy,2021-01-17,6:00,Sha Tin
776282,3,4,Red Desert,2021-01-17,6:00,Sha Tin
776282,4,3,Glorious Artist,2021-01-17,6:00,Sha Tin
776282,5,1,Kings Shield,2021-01-17,6:00,Sha Tin
776282,6,6,Green Luck,2021-01-17,6:00,Sha Tin
776282,7,7,Circuit Glory,2021-01-17,6:00,Sha Tin
776281,1,2,Golden Link,2021-01-17,5:30,Sha Tin
776281,2,10,Sam's Love,2021-01-17,5:30,Sha Tin
776281,3,12,Gold 'N' Bold,2021-01-17,5:30,Sha Tin
776281,4,11,Champion Pride,2021-01-17,5:30,Sha Tin
776281,5,1,Super Ten,2021-01-17,5:30,Sha Tin
776281,6,13,Sun Of Makfi,2021-01-17,5:30,Sha Tin
776281,7,4,Land Power,2021-01-17,5:30,Sha Tin
776281,8,6,Savvy Kingman,2021-01-17,5:30,Sha Tin
776281,9,8,Strong Alliance,2021-01-17,5:30,Sha Tin
776281,10,7,Starship,2021-01-17,5:30,Sha Tin
776281,11,14,Sweetly Baby,2021-01-17,5:30,Sha Tin
776281,12,5,Packing Miles,2021-01-17,5:30,Sha Tin
776281,13,3,All You Want,2021-01-17,5:30,Sha Tin
776281,14,9,King's Horn,2021-01-17,5:30,Sha Tin
776279,1,5,Shanghai Dragon,2021-01-17,5:00,Sha Tin
776279,2,12,Manna From Heaven,2021-01-17,5:00,Sha Tin
776279,3,10,Smart Thinker,2021-01-17,5:00,Sha Tin
776279,4,8,Sangria,2021-01-17,5:00,Sha Tin
776279,5,2,Circuit Number One,2021-01-17,5:00,Sha Tin
776279,6,1,Daily Charm,2021-01-17,5:00,Sha Tin
776279,7,11,Wonder Win,2021-01-17,5:00,Sha Tin
776279,8,9,Blazing Partners,2021-01-17,5:00,Sha Tin
776279,9,4,Speed Force,2021-01-17,5:00,Sha Tin
776279,10,6,Righteous Win,2021-01-17,5:00,Sha Tin
776279,11,14,Bravery And Power,2021-01-17,5:00,Sha Tin
776279,12,7,Tailor Made,2021-01-17,5:00,Sha Tin
776279,13,13,Rocket Hammer,2021-01-17,5:00,Sha Tin
776279,14,3,Easy Dazzling,2021-01-17,5:00,Sha Tin
774604,1,2,Bill Cody,2021-01-19,7:40,Southwell (AW)
774604,2,1,Beach Break,2021-01-19,7:40,Southwell (AW)
774604,3,7,Misscarlett,2021-01-19,7:40,Southwell (AW)
774604,4,3,Mister Universum,2021-01-19,7:40,Southwell (AW)
774604,5,5,Prairie Town,2021-01-19,7:40,Southwell (AW)
774604,6,4,Lucky Robin,2021-01-19,7:40,Southwell (AW)
774604,7,6,I'm Easy,2021-01-19,7:40,Southwell (AW)
774604,8,8,Rathbride Prince,2021-01-19,7:40,Southwell (AW)
774606,1,1,Nick Vedder,2021-01-19,7:10,Southwell (AW)
774606,2,7,Archimedes,2021-01-19,7:10,Southwell (AW)
774606,3,4,May The Sixth,2021-01-19,7:10,Southwell (AW)
774606,4,5,Katelli,2021-01-19,7:10,Southwell (AW)
774606,5,2,Dirchill,2021-01-19,7:10,Southwell (AW)
774606,6,3,Shackabooah,2021-01-19,7:10,Southwell (AW)
774603,1,2,Secret Handsheikh,2021-01-19,6:40,Southwell (AW)
774603,2,7,River Wharfe,2021-01-19,6:40,Southwell (AW)
774603,3,1,Impeach,2021-01-19,6:40,Southwell (AW)
774603,4,5,Merry Secret,2021-01-19,6:40,Southwell (AW)
774603,5,4,Marve,2021-01-19,6:40,Southwell (AW)
774603,6,6,Kodiac Brown Bear,2021-01-19,6:40,Southwell (AW)
774600,1,6,Daafr,2021-01-19,6:10,Southwell (AW)
774600,2,3,Borsdane Wood,2021-01-19,6:10,Southwell (AW)
774600,3,5,Liamba,2021-01-19,6:10,Southwell (AW)
774600,4,7,Global Melody,2021-01-19,6:10,Southwell (AW)
774600,5,1,Perfect Swiss,2021-01-19,6:10,Southwell (AW)
774600,6,4,The Great Heir,2021-01-19,6:10,Southwell (AW)
774600,7,2,Silver Dust,2021-01-19,6:10,Southwell (AW)
774605,1,5,Daafy,2021-01-19,5:40,Southwell (AW)
774605,2,6,Mister Freeze,2021-01-19,5:40,Southwell (AW)
774605,3,4,De Bruyne Horse,2021-01-19,5:40,Southwell (AW)
774605,4,3,Fly True,2021-01-19,5:40,Southwell (AW)
774605,5,9,Groupie,2021-01-19,5:40,Southwell (AW)
774605,6,1,London,2021-01-19,5:40,Southwell (AW)
774605,7,10,The Red Witch,2021-01-19,5:40,Southwell (AW)
774605,8,8,Alioski,2021-01-19,5:40,Southwell (AW)
774605,9,2,Secret Treaties,2021-01-19,5:40,Southwell (AW)
774605,10,7,Lincoln Red,2021-01-19,5:40,Southwell (AW)
774601,1,6,Alpha Theta,2021-01-19,5:10,Southwell (AW)
774601,2,7,Soros,2021-01-19,5:10,Southwell (AW)
774601,3,9,Diamond Gait,2021-01-19,5:10,Southwell (AW)
774601,4,3,Talkischeap,2021-01-19,5:10,Southwell (AW)
774601,5,11,Lunar Bounty,2021-01-19,5:10,Southwell (AW)
774601,6,10,Sweet Vinetta,2021-01-19,5:10,Southwell (AW)
774601,7,8,Toscan Genius,2021-01-19,5:10,Southwell (AW)
774601,8,2,Opportunist,2021-01-19,5:10,Southwell (AW)
774602,1,1,Fantasy Keeper,2021-01-19,4:40,Southwell (AW)
774602,2,4,Centurion Song,2021-01-19,4:40,Southwell (AW)
774602,3,2,Giogiobbo,2021-01-19,4:40,Southwell (AW)
774602,4,8,Gossip,2021-01-19,4:40,Southwell (AW)
774602,5,7,You're Cool,2021-01-19,4:40,Southwell (AW)
774602,6,3,Duke Of Firenze,2021-01-19,4:40,Southwell (AW)
774602,7,6,Another Angel,2021-01-19,4:40,Southwell (AW)
774602,8,9,Red Stripes,2021-01-19,4:40,Southwell (AW)
774412,1,3,Del La Mar Rocket,2021-01-19,4:15,Exeter
774412,2,10,One Fer Mamma,2021-01-19,4:15,Exeter
774412,3,6,Famous Clermont,2021-01-19,4:15,Exeter
774412,4,9,Mot A Mot,2021-01-19,4:15,Exeter
774412,5,11,Silver And Gold,2021-01-19,4:15,Exeter
774412,6,5,Eppleton Collier,2021-01-19,4:15,Exeter
774412,7,4,Dinghy Young,2021-01-19,4:15,Exeter
774412,8,2,Breakwater Buoy,2021-01-19,4:15,Exeter
774412,9,1,Chavez,2021-01-19,4:15,Exeter
774412,10,8,Jack The Farmer,2021-01-19,4:15,Exeter
774412,11,12,Tzunami,2021-01-19,4:15,Exeter
