resultraceid,result_pos,resulthorsenum,resulthorsename,resultdate,resulttime,resultcourse
779391,4,1,Al Kherb,2021-03-30,1:30,Newcastle
779391,5,13,The Resdev Way,2021-03-30,1:30,Newcastle
779391,6,9,Christmas In Usa,2021-03-30,1:30,Newcastle
779391,7,6,Imperial Focus,2021-03-30,1:30,Newcastle
779391,8,10,Crow Stone,2021-03-30,1:30,Newcastle
779391,9,12,Sixties Star,2021-03-30,1:30,Newcastle
779391,10,2,Summer Lightening,2021-03-30,1:30,Newcastle
779391,11,7,Brodick,2021-03-30,1:30,Newcastle
779391,12,11,Highland Sky,2021-03-30,1:30,Newcastle
779391,13,8,Rapid Raider,2021-03-30,1:30,Newcastle
779388,1,6,Geromino,2021-03-30,1:00,Newcastle
779388,2,5,Fantastic Rock,2021-03-30,1:00,Newcastle
779388,3,12,Hajey,2021-03-30,1:00,Newcastle
779388,4,1,Check My Pulse,2021-03-30,1:00,Newcastle
779388,5,2,Akentrick,2021-03-30,1:00,Newcastle
779388,6,9,Roma Bangkok,2021-03-30,1:00,Newcastle
779388,7,13,Les's Legacy,2021-03-30,1:00,Newcastle
779388,8,7,Lord Buttons,2021-03-30,1:00,Newcastle
779388,9,4,Famous Moment,2021-03-30,1:00,Newcastle
779388,10,11,Desert Sapphire,2021-03-30,1:00,Newcastle
779388,NA,8,Muhtamar,2021-03-30,1:00,Newcastle
779388,NA,14,Still A Spark,2021-03-30,1:00,Newcastle
781780,1,4,Cobblers Dream,2021-04-05,5:50,Cork
781780,2,10,Midnight It Is,2021-04-05,5:50,Cork
781780,3,2,Casey West,2021-04-05,5:50,Cork
781780,4,6,Drewscourt,2021-04-05,5:50,Cork
781780,5,11,Mullinaree,2021-04-05,5:50,Cork
781780,6,17,Tommydan,2021-04-05,5:50,Cork
781780,7,7,Garde Des Champs,2021-04-05,5:50,Cork
781780,8,16,Storm Lorenzo,2021-04-05,5:50,Cork
781780,9,9,Kilcrea Sale On,2021-04-05,5:50,Cork
781780,10,12,Ocovic,2021-04-05,5:50,Cork
781780,11,1,Babylon Beach,2021-04-05,5:50,Cork
781780,12,5,Dirha Gold,2021-04-05,5:50,Cork
781780,13,19,Kilnacarra,2021-04-05,5:50,Cork
781780,14,20,Out The Gap,2021-04-05,5:50,Cork
781786,1,7,Uisce Beatha,2021-04-05,5:40,Fairyhouse
781786,2,13,Lord Lariat,2021-04-05,5:40,Fairyhouse
781786,3,10,Rapid Response,2021-04-05,5:40,Fairyhouse
781786,4,4,Smoking Gun,2021-04-05,5:40,Fairyhouse
781786,5,1,Chavi Artist,2021-04-05,5:40,Fairyhouse
781786,6,8,Foxy Jacks,2021-04-05,5:40,Fairyhouse
781786,7,12,Ah Littleluck,2021-04-05,5:40,Fairyhouse
781786,NA,5,Valdieu,2021-04-05,5:40,Fairyhouse
781786,NA,11,The Gunner Murphy,2021-04-05,5:40,Fairyhouse
781786,NA,3,Whisperinthebreeze,2021-04-05,5:40,Fairyhouse
781786,NA,6,Rocky's Silver,2021-04-05,5:40,Fairyhouse
781786,NA,2,Eleazar Des Neiges,2021-04-05,5:40,Fairyhouse
779494,1,7,Good News,2021-04-05,5:25,Plumpton
779494,2,4,Corrie Lake,2021-04-05,5:25,Plumpton
779494,3,3,Ding Ding,2021-04-05,5:25,Plumpton
779494,4,12,Fearsome Fred,2021-04-05,5:25,Plumpton
779494,5,15,Jappeloup,2021-04-05,5:25,Plumpton
779494,6,8,Minella Away,2021-04-05,5:25,Plumpton
779494,7,11,Mr Woody,2021-04-05,5:25,Plumpton
779494,8,9,Strike The Flint,2021-04-05,5:25,Plumpton
779494,9,13,Soarlikeaneagle,2021-04-05,5:25,Plumpton
779494,NA,5,King Cool,2021-04-05,5:25,Plumpton
779494,NA,14,Lisronagh Stone,2021-04-05,5:25,Plumpton
779494,NA,10,Lemon Shoulder,2021-04-05,5:25,Plumpton
779494,NA,6,Rainbow Storm,2021-04-05,5:25,Plumpton
781999,1,3,Hooking,2021-04-05,5:15,Chantilly
781999,2,5,Aiguiere D'Argent,2021-04-05,5:15,Chantilly
781999,3,7,Navidad,2021-04-05,5:15,Chantilly
781999,4,2,Brouillard,2021-04-05,5:15,Chantilly
781999,5,9,Eucia,2021-04-05,5:15,Chantilly
781999,6,11,Peterhof,2021-04-05,5:15,Chantilly
781999,7,1,Ammobaby,2021-04-05,5:15,Chantilly
781999,8,12,Grisbi,2021-04-05,5:15,Chantilly
781999,9,10,Bibi Nayef,2021-04-05,5:15,Chantilly
781999,10,4,Moasa,2021-04-05,5:15,Chantilly
781999,11,8,King Hartwood,2021-04-05,5:15,Chantilly
781999,12,6,Chambonas,2021-04-05,5:15,Chantilly
781779,1,9,Letthetruthbeknown,2021-04-05,5:15,Cork
781779,2,5,Golden Bidar,2021-04-05,5:15,Cork
781779,3,18,Rosa Gloriosa,2021-04-05,5:15,Cork
781779,4,10,Nancy Wyse,2021-04-05,5:15,Cork
781779,5,15,The Higher Road,2021-04-05,5:15,Cork
781779,6,2,Country Kitten,2021-04-05,5:15,Cork
781779,7,8,Ka Ching,2021-04-05,5:15,Cork
781779,8,16,Whatsstoppingyou,2021-04-05,5:15,Cork
781779,9,3,Georgina Burgess,2021-04-05,5:15,Cork
781779,10,11,Oh Dear Me,2021-04-05,5:15,Cork
781779,11,1,Carrig Wells,2021-04-05,5:15,Cork
781779,12,4,Glenbeg Express,2021-04-05,5:15,Cork
781779,13,14,Shady Katie,2021-04-05,5:15,Cork
781779,14,7,Jessica Jones,2021-04-05,5:15,Cork
781779,15,17,Young Darleen,2021-04-05,5:15,Cork
781779,16,12,Pay The Woman,2021-04-05,5:15,Cork
781779,17,6,Gracie's Turn,2021-04-05,5:15,Cork
779640,1,4,Desert Safari,2021-04-05,5:10,Kempton (AW)
779640,2,7,Jonah Jones,2021-04-05,5:10,Kempton (AW)
779640,3,2,Total Commitment,2021-04-05,5:10,Kempton (AW)
779640,4,3,Lexington Dash,2021-04-05,5:10,Kempton (AW)
779640,5,5,Fresh,2021-04-05,5:10,Kempton (AW)
779640,6,6,Treacherous,2021-04-05,5:10,Kempton (AW)
779640,7,1,Lord Rapscallion,2021-04-05,5:10,Kempton (AW)
779327,1,1,London Eye,2021-04-05,5:07,Redcar
779327,2,2,Travel Lightly,2021-04-05,5:07,Redcar
779327,3,8,Tomorrow's Angel,2021-04-05,5:07,Redcar
779327,4,9,Burnage Boy,2021-04-05,5:07,Redcar
779327,5,11,Phoenix Strike,2021-04-05,5:07,Redcar
779327,6,3,Echo,2021-04-05,5:07,Redcar
779327,7,10,Rockliffe,2021-04-05,5:07,Redcar
779327,8,4,Flammarion,2021-04-05,5:07,Redcar
779327,9,5,Teescomponentsfly,2021-04-05,5:07,Redcar
779327,10,6,Frequency Code,2021-04-05,5:07,Redcar
779327,11,7,Shine Baby Shine,2021-04-05,5:07,Redcar
780946,1,27,Freewheelin Dylan,2021-04-05,5:00,Fairyhouse
780946,2,20,Run Wild Fred,2021-04-05,5:00,Fairyhouse
780946,3,16,Enjoy D'allen,2021-04-05,5:00,Fairyhouse
780946,4,1,Latest Exhibition,2021-04-05,5:00,Fairyhouse
780946,5,21,Sempo,2021-04-05,5:00,Fairyhouse
780946,6,8,Off You Go,2021-04-05,5:00,Fairyhouse
780946,7,5,Coko Beach,2021-04-05,5:00,Fairyhouse
780946,8,15,Scoir Mear,2021-04-05,5:00,Fairyhouse
780946,9,2,Court Maid,2021-04-05,5:00,Fairyhouse
780946,10,30,Opposites Attract,2021-04-05,5:00,Fairyhouse
780946,11,11,Agusta Gold,2021-04-05,5:00,Fairyhouse
780946,12,7,Home By The Lee,2021-04-05,5:00,Fairyhouse
780946,13,4,Brahma Bull,2021-04-05,5:00,Fairyhouse
780946,14,12,Snugsborough Benny,2021-04-05,5:00,Fairyhouse
780946,15,6,Mortal,2021-04-05,5:00,Fairyhouse
780946,16,26,Fitzhenry,2021-04-05,5:00,Fairyhouse
780946,17,24,Atlantic Shore,2021-04-05,5:00,Fairyhouse
780946,18,10,Espanito Bello,2021-04-05,5:00,Fairyhouse
780946,19,25,Brace Yourself,2021-04-05,5:00,Fairyhouse
780946,NA,31,Eurobot,2021-04-05,5:00,Fairyhouse
780946,NA,19,Jerrysback,2021-04-05,5:00,Fairyhouse
780946,NA,9,Salsaretta,2021-04-05,5:00,Fairyhouse
780946,NA,18,Dragon D'estruval,2021-04-05,5:00,Fairyhouse
780946,NA,14,Moyhenna,2021-04-05,5:00,Fairyhouse
780946,NA,23,Robin De Carlow,2021-04-05,5:00,Fairyhouse
780946,NA,17,Discordantly,2021-04-05,5:00,Fairyhouse
780946,NA,29,Top Moon,2021-04-05,5:00,Fairyhouse
780946,NA,3,Escaria Ten,2021-04-05,5:00,Fairyhouse
779490,1,3,Fairway Freddy,2021-04-05,4:55,Plumpton
779490,2,5,Azzuri,2021-04-05,4:55,Plumpton
779490,3,4,Monty's Award,2021-04-05,4:55,Plumpton
779490,4,1,Doukarov,2021-04-05,4:55,Plumpton
779490,5,7,Ballyegan Hero,2021-04-05,4:55,Plumpton
779502,1,4,Exmoor Express,2021-04-05,4:50,Chepstow
779502,2,10,Waterloo Quay,2021-04-05,4:50,Chepstow
779502,3,12,Parisian Blue,2021-04-05,4:50,Chepstow
779502,4,7,Groom D'Oudairies,2021-04-05,4:50,Chepstow
779502,5,9,Per Vino Veritas,2021-04-05,4:50,Chepstow
779502,6,5,Gala Des Lys,2021-04-05,4:50,Chepstow
779502,7,2,Can't Say,2021-04-05,4:50,Chepstow
779665,1,8,Atiyah,2021-04-05,4:45,Wolverhampton (AW)
779665,2,1,Ehrmann,2021-04-05,4:45,Wolverhampton (AW)
779665,3,6,Red Walls,2021-04-05,4:45,Wolverhampton (AW)
779665,4,5,Peterbuilt,2021-04-05,4:45,Wolverhampton (AW)
779665,5,7,Spirit Of Heaven,2021-04-05,4:45,Wolverhampton (AW)
779665,6,2,Miss Mawatheeq,2021-04-05,4:45,Wolverhampton (AW)
781997,1,4,Kayrat,2021-04-05,4:45,Chantilly
781997,2,5,Oyambre,2021-04-05,4:45,Chantilly
781997,3,1,Relativity,2021-04-05,4:45,Chantilly
781997,4,15,Si Senorita,2021-04-05,4:45,Chantilly
781997,5,6,Risk Taker,2021-04-05,4:45,Chantilly
781997,6,9,Daligar,2021-04-05,4:45,Chantilly
781997,7,3,Norris,2021-04-05,4:45,Chantilly
781997,8,7,Alabaa,2021-04-05,4:45,Chantilly
781997,9,13,Esslinger,2021-04-05,4:45,Chantilly
781997,10,10,Kenshibu,2021-04-05,4:45,Chantilly
781997,11,11,Kingtheo,2021-04-05,4:45,Chantilly
781997,12,8,Adlon Rose,2021-04-05,4:45,Chantilly
781997,13,14,Santa Alegria,2021-04-05,4:45,Chantilly
781997,14,12,Zoe De Boistron,2021-04-05,4:45,Chantilly
781778,1,11,Warriors Tale,2021-04-05,4:40,Cork
781778,2,12,Winged Leader,2021-04-05,4:40,Cork
781778,3,5,Blue Templar,2021-04-05,4:40,Cork
781778,4,4,Auvergnat,2021-04-05,4:40,Cork
781778,5,6,From Eden,2021-04-05,4:40,Cork
781778,6,1,A Rated,2021-04-05,4:40,Cork
781778,7,9,Some Are Lucky,2021-04-05,4:40,Cork
781778,8,10,Three Loud Knocks,2021-04-05,4:40,Cork
781778,9,2,All Hell Let Loose,2021-04-05,4:40,Cork
781778,10,3,Alpha Male,2021-04-05,4:40,Cork
781778,11,13,Bold Hero,2021-04-05,4:40,Cork
779639,1,2,Sleeping Lion,2021-04-05,4:35,Kempton (AW)
779639,2,5,Postileo,2021-04-05,4:35,Kempton (AW)
779639,3,7,Al Kout,2021-04-05,4:35,Kempton (AW)
779639,4,6,Prince Imperial,2021-04-05,4:35,Kempton (AW)
779639,5,4,Starczewski,2021-04-05,4:35,Kempton (AW)
779639,6,3,Vibrance,2021-04-05,4:35,Kempton (AW)
779639,7,1,Pretending,2021-04-05,4:35,Kempton (AW)
779329,1,14,Portelet Bay,2021-04-05,4:30,Redcar
779329,2,1,Cometh The Man,2021-04-05,4:30,Redcar
779329,3,3,Attaboy Roy,2021-04-05,4:30,Redcar
779329,4,15,She's A Deva,2021-04-05,4:30,Redcar
779329,5,13,Elzaal,2021-04-05,4:30,Redcar
779329,6,4,Iron Sheriff,2021-04-05,4:30,Redcar
779329,7,11,Camerily Joe,2021-04-05,4:30,Redcar
779329,8,2,Royal Guard,2021-04-05,4:30,Redcar
779329,9,5,Acquisitor,2021-04-05,4:30,Redcar
779329,10,9,Available Angel,2021-04-05,4:30,Redcar
779329,11,10,Hagar,2021-04-05,4:30,Redcar
779329,12,17,Mythical Waters,2021-04-05,4:30,Redcar
779329,13,12,Red Headed Tiger,2021-04-05,4:30,Redcar
779329,14,16,Sugar Angel,2021-04-05,4:30,Redcar
779329,15,8,Speed Of Life,2021-04-05,4:30,Redcar
779491,1,3,Une De La Seniere,2021-04-05,4:25,Plumpton
779491,2,5,Bolt N Brown,2021-04-05,4:25,Plumpton
779491,3,4,Howdilyoudo,2021-04-05,4:25,Plumpton
779491,4,2,Printing Dollars,2021-04-05,4:25,Plumpton
779491,NA,6,Petite Dame,2021-04-05,4:25,Plumpton
779491,NA,1,Getariver,2021-04-05,4:25,Plumpton
781785,1,4,Easy Game,2021-04-05,4:20,Fairyhouse
781785,2,3,Castlegrace Paddy,2021-04-05,4:20,Fairyhouse
781785,3,5,Snow Falcon,2021-04-05,4:20,Fairyhouse
781785,4,7,Annamix,2021-04-05,4:20,Fairyhouse
781785,5,9,Ornua,2021-04-05,4:20,Fairyhouse
781785,6,1,Battleoverdoyen,2021-04-05,4:20,Fairyhouse
780101,1,4,Lex Talionis,2021-04-05,4:15,Chepstow
780101,2,2,Marble Moon,2021-04-05,4:15,Chepstow
780101,3,1,On Call,2021-04-05,4:15,Chepstow
780101,4,7,Tiger Sam,2021-04-05,4:15,Chepstow
780101,NA,6,Clondaw Rigger,2021-04-05,4:15,Chepstow
780101,NA,3,Organised Solution,2021-04-05,4:15,Chepstow
780101,NA,5,The Toojumpa,2021-04-05,4:15,Chepstow
781994,1,12,Flying Davina,2021-04-05,4:15,Chantilly
781994,2,3,Diction,2021-04-05,4:15,Chantilly
781994,3,7,Rose In Bloom,2021-04-05,4:15,Chantilly
781994,4,6,Feel The Fever,2021-04-05,4:15,Chantilly
781994,5,4,Kaliska,2021-04-05,4:15,Chantilly
781994,6,10,Azamhan,2021-04-05,4:15,Chantilly
781994,7,13,Flash Tempo,2021-04-05,4:15,Chantilly
781994,8,8,Princesse Vera,2021-04-05,4:15,Chantilly
781994,9,2,Lifeline,2021-04-05,4:15,Chantilly
781994,10,11,Olympiana,2021-04-05,4:15,Chantilly
781994,11,9,Alternative,2021-04-05,4:15,Chantilly
781994,12,14,Queen Of Elegance,2021-04-05,4:15,Chantilly
779660,1,2,Dirty Rascal,2021-04-05,4:10,Wolverhampton (AW)
779660,2,1,Gobi Sunset,2021-04-05,4:10,Wolverhampton (AW)
779660,3,3,Spirited Guest,2021-04-05,4:10,Wolverhampton (AW)
779660,4,4,Phuket Power,2021-04-05,4:10,Wolverhampton (AW)
779660,5,5,Benefit Street,2021-04-05,4:10,Wolverhampton (AW)
779660,6,7,Kick On Kick On,2021-04-05,4:10,Wolverhampton (AW)
779660,7,6,Healing Power,2021-04-05,4:10,Wolverhampton (AW)
781777,1,14,Wrong Direction,2021-04-05,4:05,Cork
781777,2,4,Easca Mor,2021-04-05,4:05,Cork
781777,3,10,Texas Gold,2021-04-05,4:05,Cork
781777,4,5,Fiston Du Mou,2021-04-05,4:05,Cork
781777,5,1,Ballyearl,2021-04-05,4:05,Cork
781777,6,3,Dento Des Obeaux,2021-04-05,4:05,Cork
781777,7,12,Tout Paris,2021-04-05,4:05,Cork
781777,8,8,Subset,2021-04-05,4:05,Cork
781777,9,11,The Lying King,2021-04-05,4:05,Cork
781777,NA,6,Heydour,2021-04-05,4:05,Cork
781777,NA,2,Change Your Story,2021-04-05,4:05,Cork
781777,NA,7,Mr Cosmos,2021-04-05,4:05,Cork
781777,NA,9,Tareeshar,2021-04-05,4:05,Cork
781777,NA,13,William Tyndale,2021-04-05,4:05,Cork
779638,1,5,Lavender's Blue,2021-04-05,4:02,Kempton (AW)
779638,2,2,Fooraat,2021-04-05,4:02,Kempton (AW)
779638,3,1,Amniarix,2021-04-05,4:02,Kempton (AW)
779638,4,4,Huboor,2021-04-05,4:02,Kempton (AW)
779638,5,7,Made In Italy,2021-04-05,4:02,Kempton (AW)
779638,6,10,Tomorrow's Dream,2021-04-05,4:02,Kempton (AW)
779638,7,6,Leafhopper,2021-04-05,4:02,Kempton (AW)
779638,8,8,Perfect Inch,2021-04-05,4:02,Kempton (AW)
779638,9,9,Pretty In Grey,2021-04-05,4:02,Kempton (AW)
779638,10,3,Glengowan,2021-04-05,4:02,Kempton (AW)
779325,1,5,Ghathanfar,2021-04-05,3:58,Redcar
779325,2,12,Mutanaaseq,2021-04-05,3:58,Redcar
779325,3,1,Sir Oliver,2021-04-05,3:58,Redcar
779325,4,7,Athollblair Boy,2021-04-05,3:58,Redcar
779325,5,11,Stroxx,2021-04-05,3:58,Redcar
779325,6,3,Zumurud,2021-04-05,3:58,Redcar
779325,7,8,Yukon Mission,2021-04-05,3:58,Redcar
779325,8,9,Written Broadcast,2021-04-05,3:58,Redcar
779325,9,4,Joshua R,2021-04-05,3:58,Redcar
779325,10,6,Soul Seeker,2021-04-05,3:58,Redcar
779325,11,10,Stallone,2021-04-05,3:58,Redcar
779325,12,13,Dirchill,2021-04-05,3:58,Redcar
779325,13,2,Na Blianta Beo,2021-04-05,3:58,Redcar
779489,1,4,Pistol Whipped,2021-04-05,3:55,Plumpton
779489,2,8,The Flying Sofa,2021-04-05,3:55,Plumpton
779489,3,2,Solomon Grey,2021-04-05,3:55,Plumpton
779489,4,6,The Unit,2021-04-05,3:55,Plumpton
779489,5,3,Dr Sanderson,2021-04-05,3:55,Plumpton
779489,6,7,Not A Role Model,2021-04-05,3:55,Plumpton
779489,7,5,Mellow Ben,2021-04-05,3:55,Plumpton
779489,NA,1,Imperial Presence,2021-04-05,3:55,Plumpton
781784,1,10,Stormy Ireland,2021-04-05,3:50,Fairyhouse
781784,2,2,French Dynamite,2021-04-05,3:50,Fairyhouse
781784,3,7,Sixshooter,2021-04-05,3:50,Fairyhouse
781784,4,9,Unexpected Depth,2021-04-05,3:50,Fairyhouse
781784,5,3,Turnpike Trip,2021-04-05,3:50,Fairyhouse
781784,6,8,The Bosses Oscar,2021-04-05,3:50,Fairyhouse
779497,1,7,Gleno,2021-04-05,3:45,Chepstow
779497,2,8,Petite Power,2021-04-05,3:45,Chepstow
779497,3,5,Buster Thomas,2021-04-05,3:45,Chepstow
779497,4,4,Ballycross,2021-04-05,3:45,Chepstow
779497,5,1,Crievehill,2021-04-05,3:45,Chepstow
779497,NA,6,Dr Robin,2021-04-05,3:45,Chepstow
781991,1,7,Big Five,2021-04-05,3:45,Chantilly
781991,2,5,Alkuin,2021-04-05,3:45,Chantilly
781991,3,2,Richemont,2021-04-05,3:45,Chantilly
781991,4,6,Rip Van Lips,2021-04-05,3:45,Chantilly
781991,5,1,Good Question,2021-04-05,3:45,Chantilly
781991,6,4,Mister Nino,2021-04-05,3:45,Chantilly
781991,7,3,Cacophonous,2021-04-05,3:45,Chantilly
781991,8,8,Sous Les Nuages,2021-04-05,3:45,Chantilly
781991,NA,9,Bellaway,2021-04-05,3:45,Chantilly
779662,1,2,Mack The Knife,2021-04-05,3:40,Wolverhampton (AW)
779662,2,3,Loch Ness Monster,2021-04-05,3:40,Wolverhampton (AW)
779662,3,7,Lady Elysia,2021-04-05,3:40,Wolverhampton (AW)
779662,4,4,Siavash,2021-04-05,3:40,Wolverhampton (AW)
779662,5,6,Al Mikdam,2021-04-05,3:40,Wolverhampton (AW)
779662,6,1,Prismatic,2021-04-05,3:40,Wolverhampton (AW)
779662,7,5,Murchison River,2021-04-05,3:40,Wolverhampton (AW)
781776,1,5,Save Us Avis,2021-04-05,3:35,Cork
781776,2,10,Trickalight,2021-04-05,3:35,Cork
781776,3,8,The Forge Hill,2021-04-05,3:35,Cork
781776,4,4,Peggy Gordon,2021-04-05,3:35,Cork
781776,5,7,Shesakeeper,2021-04-05,3:35,Cork
781776,6,9,Desert Heather,2021-04-05,3:35,Cork
781776,7,3,Messenger Girl,2021-04-05,3:35,Cork
781776,8,1,Clounts Glory,2021-04-05,3:35,Cork
781776,9,2,Lady Violet,2021-04-05,3:35,Cork
781776,NA,6,Scorpion Lady,2021-04-05,3:35,Cork
779642,1,4,Mostahdaf,2021-04-05,3:30,Kempton (AW)
779642,2,3,Imperial Sands,2021-04-05,3:30,Kempton (AW)
779642,3,2,El Drama,2021-04-05,3:30,Kempton (AW)
779642,4,1,King Zain,2021-04-05,3:30,Kempton (AW)
779642,5,5,Sergeant Tibbs,2021-04-05,3:30,Kempton (AW)
779323,1,4,Embour,2021-04-05,3:25,Redcar
779323,2,6,Woven,2021-04-05,3:25,Redcar
779323,3,7,Intrinsic Bond,2021-04-05,3:25,Redcar
779323,4,10,Gale Force Maya,2021-04-05,3:25,Redcar
779323,5,3,Cold Stare,2021-04-05,3:25,Redcar
779323,6,9,Fortamour,2021-04-05,3:25,Redcar
779323,7,2,Bomb Proof,2021-04-05,3:25,Redcar
779323,8,5,Wentworth Falls,2021-04-05,3:25,Redcar
779323,9,8,Juan Les Pins,2021-04-05,3:25,Redcar
779323,10,1,Impressor,2021-04-05,3:25,Redcar
779323,11,11,Redrosezorro,2021-04-05,3:25,Redcar
779323,12,12,Bossipop,2021-04-05,3:25,Redcar
779495,1,10,Mawlood,2021-04-05,3:20,Plumpton
779495,2,1,Hit The Rocks,2021-04-05,3:20,Plumpton
779495,3,9,Singer In The Sand,2021-04-05,3:20,Plumpton
779495,4,7,Josie Abbing,2021-04-05,3:20,Plumpton
779495,5,8,Joint Account,2021-04-05,3:20,Plumpton
779495,6,2,Darkest Day,2021-04-05,3:20,Plumpton
779495,7,3,Cronk Y Knox,2021-04-05,3:20,Plumpton
779495,8,5,UAE Soldier,2021-04-05,3:20,Plumpton
779495,NA,4,Dothraki Prince,2021-04-05,3:20,Plumpton
779495,NA,6,Bullsempire,2021-04-05,3:20,Plumpton
779495,NA,12,Little Tipsy,2021-04-05,3:20,Plumpton
781783,1,13,Max Flamingo,2021-04-05,3:15,Fairyhouse
781783,2,11,Millen To One,2021-04-05,3:15,Fairyhouse
781783,3,2,Lynwood Gold,2021-04-05,3:15,Fairyhouse
781783,4,6,Capilano Bridge,2021-04-05,3:15,Fairyhouse
781783,5,15,Bold Emperor,2021-04-05,3:15,Fairyhouse
781783,6,12,Jammy George,2021-04-05,3:15,Fairyhouse
781783,7,3,Aarons Day,2021-04-05,3:15,Fairyhouse
781783,8,5,Trainwreck,2021-04-05,3:15,Fairyhouse
781783,NA,16,Klassy Kay,2021-04-05,3:15,Fairyhouse
781783,NA,7,Ellie Mac,2021-04-05,3:15,Fairyhouse
781783,NA,10,Swordsman,2021-04-05,3:15,Fairyhouse
781783,NA,4,Red Gerry,2021-04-05,3:15,Fairyhouse
781884,1,7,Adhafera,2021-04-05,3:15,Chantilly
781884,2,5,Romantic Rival,2021-04-05,3:15,Chantilly
781884,3,8,Through The Mist,2021-04-05,3:15,Chantilly
781884,4,2,Peinture Secrete,2021-04-05,3:15,Chantilly
781884,5,1,Loisaba,2021-04-05,3:15,Chantilly
781884,6,4,Carmen,2021-04-05,3:15,Chantilly
781884,7,9,Swiss Tigress,2021-04-05,3:15,Chantilly
781884,8,10,Serieuse,2021-04-05,3:15,Chantilly
781884,9,3,Ricla,2021-04-05,3:15,Chantilly
781884,10,11,Beluga,2021-04-05,3:15,Chantilly
779496,1,5,Before Midnight,2021-04-05,3:10,Chepstow
779496,2,8,Court Royale,2021-04-05,3:10,Chepstow
779496,3,6,Zoffee,2021-04-05,3:10,Chepstow
779496,4,4,Vado Forte,2021-04-05,3:10,Chepstow
779496,5,2,Ashutor,2021-04-05,3:10,Chepstow
779496,NA,7,Solar Impulse,2021-04-05,3:10,Chepstow
779496,NA,3,Larry,2021-04-05,3:10,Chepstow
779663,1,1,Lostwithiel,2021-04-05,3:05,Wolverhampton (AW)
779663,2,11,Tampere,2021-04-05,3:05,Wolverhampton (AW)
779663,3,4,Cadeau D'Or,2021-04-05,3:05,Wolverhampton (AW)
779663,4,9,She's All In Gold,2021-04-05,3:05,Wolverhampton (AW)
779663,5,10,Steel An Icon,2021-04-05,3:05,Wolverhampton (AW)
779663,6,6,Punxsutawney Phil,2021-04-05,3:05,Wolverhampton (AW)
779663,7,2,Deluxe Music,2021-04-05,3:05,Wolverhampton (AW)
779663,8,12,Vivid Luminosity,2021-04-05,3:05,Wolverhampton (AW)
779663,9,7,Soros,2021-04-05,3:05,Wolverhampton (AW)
779663,10,3,Accompanied,2021-04-05,3:05,Wolverhampton (AW)
779663,11,5,Lantiern,2021-04-05,3:05,Wolverhampton (AW)
779663,12,8,Robyn Pud,2021-04-05,3:05,Wolverhampton (AW)
781775,1,2,Goulane Chosen,2021-04-05,3:00,Cork
781775,2,8,Espion Du Chenet,2021-04-05,3:00,Cork
781775,3,9,Fill The Tank,2021-04-05,3:00,Cork
781775,4,1,Crosshue Boy,2021-04-05,3:00,Cork
781775,5,5,Shakeytry,2021-04-05,3:00,Cork
781775,6,7,Wolfofallstreets,2021-04-05,3:00,Cork
781775,7,6,Crazyheart,2021-04-05,3:00,Cork
781775,NA,4,Moscowsowhat,2021-04-05,3:00,Cork
779643,1,3,Lilac Road,2021-04-05,2:55,Kempton (AW)
779643,2,1,Kestenna,2021-04-05,2:55,Kempton (AW)
779643,3,2,Thank You Next,2021-04-05,2:55,Kempton (AW)
779324,1,4,Danielsflyer,2021-04-05,2:50,Redcar
779324,2,1,National League,2021-04-05,2:50,Redcar
779324,3,10,Challet,2021-04-05,2:50,Redcar
779324,4,11,Motarajel,2021-04-05,2:50,Redcar
779324,5,9,Cruising,2021-04-05,2:50,Redcar
779324,6,8,Boardman,2021-04-05,2:50,Redcar
779324,7,7,Little Jo,2021-04-05,2:50,Redcar
779324,8,6,Presidential,2021-04-05,2:50,Redcar
779324,9,5,Daafr,2021-04-05,2:50,Redcar
779324,10,2,Poet's Dawn,2021-04-05,2:50,Redcar
779493,1,1,Aheadfullofdreams,2021-04-05,2:45,Plumpton
779493,2,4,Kaphumor,2021-04-05,2:45,Plumpton
779493,3,3,Ballintara,2021-04-05,2:45,Plumpton
779493,4,2,Frankie Baby,2021-04-05,2:45,Plumpton
779493,5,7,Remember Me Well,2021-04-05,2:45,Plumpton
779493,6,8,Steel The China,2021-04-05,2:45,Plumpton
779493,NA,5,Bit Of A Legend,2021-04-05,2:45,Plumpton
779493,NA,6,Hoot At Midnight,2021-04-05,2:45,Plumpton
781883,1,10,Baratti,2021-04-05,2:45,Chantilly
781883,2,9,Cosmas,2021-04-05,2:45,Chantilly
781883,3,6,Zhang Fei,2021-04-05,2:45,Chantilly
781883,4,7,San Cristobal,2021-04-05,2:45,Chantilly
781883,5,1,Cloud Man,2021-04-05,2:45,Chantilly
781883,6,8,Alastor,2021-04-05,2:45,Chantilly
781883,7,2,Yaaser,2021-04-05,2:45,Chantilly
781883,8,3,Lejendario,2021-04-05,2:45,Chantilly
781883,9,4,Sensible,2021-04-05,2:45,Chantilly
781883,10,5,Kuros,2021-04-05,2:45,Chantilly
781782,1,5,Jeff Kidder,2021-04-05,2:40,Fairyhouse
781782,2,1,Teahupoo,2021-04-05,2:40,Fairyhouse
781782,3,8,Scholastic,2021-04-05,2:40,Fairyhouse
781782,4,3,Busselton,2021-04-05,2:40,Fairyhouse
781782,5,4,Coventry,2021-04-05,2:40,Fairyhouse
