racecourse,raceid,racedate,racetime,horseno,horsename,pricemoney,numrunners,raceterms,going,OR,TS,RPR,Flag1,Flag2,Flag3,Flag4,Flag5,draw,pastperformance,lastrun,horseage,weight,trainerRFT,jockeyallowance
Fairyhouse,776174,2021-01-16,1:40,4,Swordsman,NA,14,EW Terms:,Heavy,126,38,135,47,-122,-25,-71.75,-33.3333333333333,,1FPU6-,329,7,160,54,
Fairyhouse,776174,2021-01-16,1:40,5,Best Behavior,NA,14,EW Terms:,Heavy,122,NA,149,NA,NA,-7,NA,NA,,11F-F4,16,8,156,,5
Fairyhouse,776174,2021-01-16,1:40,6,Samurai Cracker,NA,14,EW Terms:,Heavy,121,99,136,114,-56,-19,138.75,13,,-23404,33,8,155,,
Fairyhouse,776174,2021-01-16,1:40,7,Tokyo Getaway,NA,14,EW Terms:,Heavy,120,67,141,88,-87,-13,66.25,-4,,-38958,16,7,154,54,5
Fairyhouse,776174,2021-01-16,1:40,8,Minx Tiara,NA,14,EW Terms:,Heavy,119,70,149,100,-83,-4,110,4.33333333333333,,325-61,21,6,153,,
Fairyhouse,776174,2021-01-16,1:40,9,Space Cadet,NA,14,EW Terms:,Heavy,119,NA,NA,NA,NA,NA,NA,NA,,4PF51-,300,11,153,,
Fairyhouse,776174,2021-01-16,1:40,10,Alohamora,NA,14,EW Terms:,Heavy,118,81,147,110,-71,-5,140.25,11.3333333333333,,311F-3,21,7,152,100,
Fairyhouse,776174,2021-01-16,1:40,11,Ballyshannon Rose,NA,14,EW Terms:,Heavy,117,88,145,116,-63,-6,158.5,15.6666666666667,,85-111,13,8,151,100,
Fairyhouse,776174,2021-01-16,1:40,12,Criq Rock,NA,14,EW Terms:,Heavy,108,88,143,123,-54,1,193.75,23.3333333333333,,B/0930,69,10,142,33,5
Fairyhouse,776174,2021-01-16,1:40,13,Lee Valley Legacy,NA,14,EW Terms:,Heavy,105,90,144,129,-49,5,217.75,28.3333333333333,,705234,29,8,139,25,3
Fairyhouse,776174,2021-01-16,1:40,14,Shar Whats Therush,NA,14,EW Terms:,Heavy,104,28,144,68,-110,6,36.5,-12,,P/80-2,18,8,138,,
Fairyhouse,776174,2021-01-16,1:40,15,Regina Dracones,NA,14,EW Terms:,Heavy,104,NA,140,NA,NA,2,NA,NA,,P4F-21,35,6,138,40,
Warwick,773845,2021-01-16,1:50,1,Next Destination,13668,3                            (MAX 16),EW Terms:,Soft,149,136,161,148,-23,2,276.5,42.3333333333333,0,131/21,49,9,159,57,
Warwick,773845,2021-01-16,1:50,2,Fiddlerontheroof,13668,3                            (MAX 16),EW Terms:,Soft,148,134,164,150,-20,10,297.5,46.6666666666667,0,0-2122,29,7,154,36,
Warwick,773845,2021-01-16,1:50,3,Golan Fortune,13668,3                            (MAX 16),EW Terms:,Soft,142,137,160,155,-17,6,303.5,48,0,-94314,21,9,154,100,
Lingfield (AW),774004,2021-01-16,2:00,1,Rhyme Scheme,2782,12                            (MAX 12),EW Terms:,Standard,65,NA,77,NA,NA,-56,NA,NA,9,64565-,19,4,133,38,
Lingfield (AW),774004,2021-01-16,2:00,2,Dutugamunu,2782,12                            (MAX 12),EW Terms:,Standard,65,70,79,84,-63,-54,10.5,-11,3,/7761-,34,4,133,80,
Lingfield (AW),774004,2021-01-16,2:00,3,Roman Spinner,2782,12                            (MAX 12),EW Terms:,Standard,64,61,75,72,-71,-57,-26.75,-18.6666666666667,4,05886-,38,6,132,50,
Lingfield (AW),774004,2021-01-16,2:00,4,Quarry Beach,2782,12                            (MAX 12),EW Terms:,Standard,64,70,73,79,-62,-59,-7.25,-14,1,4098-5,5,5,132,67,
Lingfield (AW),774004,2021-01-16,2:00,5,Deb's Delight,2782,12                            (MAX 12),EW Terms:,Standard,64,59,78,73,-73,-54,-21.5,-18,2,66555-,16,4,132,62,
Lingfield (AW),774004,2021-01-16,2:00,6,Lunar Deity,2782,12                            (MAX 12),EW Terms:,Standard,64,65,76,77,-67,-56,-11,-15.3333333333333,10,7272-2,14,12,132,76,5
Lingfield (AW),774004,2021-01-16,2:00,7,Catch My Breath,2782,12                            (MAX 12),EW Terms:,Standard,63,72,78,87,-59,-53,22.25,-8.33333333333333,8,67644-,19,5,131,43,3
Lingfield (AW),774004,2021-01-16,2:00,8,Pour La Victoire,2782,12                            (MAX 12),EW Terms:,Standard,63,71,77,85,-60,-54,15.5,-9.66666666666667,6,9125-5,14,11,131,32,
Lingfield (AW),774004,2021-01-16,2:00,9,Sky Lake,2782,12                            (MAX 12),EW Terms:,Standard,62,69,76,83,-61,-54,10.5,-10.6666666666667,11,70773-,32,4,130,53,
Lingfield (AW),774004,2021-01-16,2:00,10,Winklemann,2782,12                            (MAX 12),EW Terms:,Standard,62,72,77,87,-58,-53,23.25,-8,5,9004-2,14,9,130,40,7
Lingfield (AW),774004,2021-01-16,2:00,11,Black Medick,2782,12                            (MAX 12),EW Terms:,Standard,61,64,76,79,-65,-53,0.25,-13,12,14114-,34,5,129,20,7
Lingfield (AW),774004,2021-01-16,2:00,12,Hibernian Warrior,2782,12                            (MAX 12),EW Terms:,Standard,60,69,78,87,-59,-50,27.5,-7.33333333333333,7,6580-6,7,4,128,62,
Market Rasen,773839,2021-01-16,2:05,1,Edwardstone,9384,4                            (MAX 17),EW Terms:,Heavy,141,133,144,136,-33,-22,200.5,27,0,126-5U,18,7,166,70,
Market Rasen,773839,2021-01-16,2:05,2,Langer Dan,9384,4                            (MAX 17),EW Terms:,Heavy,131,123,144,136,-33,-12,218,30.3333333333333,0,226-95,75,5,156,58,7
Market Rasen,773839,2021-01-16,2:05,3,Rowland Ward,9384,4                            (MAX 17),EW Terms:,Heavy,127,99,141,113,-53,-11,153.75,16.3333333333333,0,F15-30,36,5,152,100,
Market Rasen,773839,2021-01-16,2:05,4,Crooks Peak,9384,4                            (MAX 17),EW Terms:,Heavy,125,108,139,122,-42,-11,182.75,23,0,-54290,20,8,150,58,
Market Rasen,773839,2021-01-16,2:05,5,Oscars Leader,9384,4                            (MAX 17),EW Terms:,Heavy,123,136,146,159,-12,-2,302.5,48.3333333333333,0,112-22,45,8,148,,
Meydan,776146,2021-01-16,2:05,1,Achiever,9861,14,EW Terms:,Fast,NA,NA,55,NA,NA,-73,NA,NA,13,0,8,7,128,,
Meydan,776146,2021-01-16,2:05,2,Desert Secret,9861,14,EW Terms:,Fast,NA,NA,56,NA,NA,-72,NA,NA,2,5/798-,36,5,128,,
Meydan,776146,2021-01-16,2:05,3,Just You Wait,9861,14,EW Terms:,Fast,75,NA,65,NA,NA,-63,NA,NA,12,634/4-,36,5,128,,
Meydan,776146,2021-01-16,2:05,4,Zero To A Hundred,9861,14,EW Terms:,Fast,NA,NA,88,NA,NA,-40,NA,NA,11,23-,44,5,128,,
Meydan,776146,2021-01-16,2:05,5,Bright Start,9861,14,EW Terms:,Fast,83,NA,99,NA,NA,-28,NA,NA,1,32242-,79,4,127,,
Meydan,776146,2021-01-16,2:05,6,Emblem Warrior,9861,14,EW Terms:,Fast,NA,NA,NA,NA,NA,NA,NA,NA,4,7-,371,4,127,,4
Meydan,776146,2021-01-16,2:05,7,Express Route,9861,14,EW Terms:,Fast,NA,NA,NA,NA,NA,NA,NA,NA,15,2-,344,4,127,,
Meydan,776146,2021-01-16,2:05,8,First Emblem,9861,14,EW Terms:,Fast,NA,NA,73,NA,NA,-54,NA,NA,8,8-3,8,4,127,,
Meydan,776146,2021-01-16,2:05,9,First Kid,9861,14,EW Terms:,Fast,NA,NA,28,NA,NA,-99,NA,NA,6,0-,29,4,127,,
Meydan,776146,2021-01-16,2:05,10,Pharoah King,9861,14,EW Terms:,Fast,75,NA,NA,NA,NA,NA,NA,NA,0,03/3-,223,4,127,,
Meydan,776146,2021-01-16,2:05,11,Poet's Mind,9861,14,EW Terms:,Fast,73,NA,73,NA,NA,-54,NA,NA,10,28/50-,29,4,127,,
Meydan,776146,2021-01-16,2:05,12,Resig,9861,14,EW Terms:,Fast,65,NA,72,NA,NA,-55,NA,NA,16,704-5,8,4,127,,
Meydan,776146,2021-01-16,2:05,13,Royal Castle,9861,14,EW Terms:,Fast,81,NA,NA,NA,NA,NA,NA,NA,9,436-,30,4,127,,
Meydan,776146,2021-01-16,2:05,14,Tepui,9861,14,EW Terms:,Fast,63,NA,74,NA,NA,-53,NA,NA,3,450-7,8,4,127,,
Meydan,776146,2021-01-16,2:05,15,Undark,9861,14,EW Terms:,Fast,NA,NA,30,NA,NA,-97,NA,NA,7,840-,44,4,127,,
Meydan,776146,2021-01-16,2:05,16,Wonderful Sky,9861,14,EW Terms:,Fast,NA,NA,52,NA,NA,-75,NA,NA,14,0-,36,4,127,,
Meydan,776146,2021-01-16,2:05,17,Obeyaan,9861,14,EW Terms:,Fast,58,NA,79,NA,NA,-49,NA,NA,5,50468-,44,5,128,,
Fairyhouse,775452,2021-01-16,2:15,1,Chosen Mate,NA,14,EW Terms:,Heavy,156,NA,161,NA,NA,-4,NA,NA,,11-04P,35,8,165,50,
Fairyhouse,775452,2021-01-16,2:15,2,Chatham Street Lad,NA,14,EW Terms:,Heavy,151,157,171,177,-3,11,370.25,61.6666666666667,,5-1511,35,9,160,,5
Fairyhouse,775452,2021-01-16,2:15,3,Daly Tiger,NA,14,EW Terms:,Heavy,147,88,164,105,-68,8,156,15,,539-19,35,8,156,33,
Fairyhouse,775452,2021-01-16,2:15,4,Goulane Chosen,NA,14,EW Terms:,Heavy,143,132,163,152,-20,11,303.25,47.6666666666667,,/534-P,18,12,152,100,
Fairyhouse,775452,2021-01-16,2:15,5,Entoucas,NA,14,EW Terms:,Heavy,138,135,165,162,-12,18,343.5,56,,13-222,35,7,147,70,
Fairyhouse,775452,2021-01-16,2:15,6,Fan De Blues,NA,14,EW Terms:,Heavy,136,131,163,158,-14,18,333.5,54,,17-320,42,6,145,59,
Fairyhouse,775452,2021-01-16,2:15,7,Front View,NA,14,EW Terms:,Heavy,136,125,163,152,-20,18,315.5,50,,20-531,35,6,145,70,
Fairyhouse,775452,2021-01-16,2:15,8,Or Jaune De Somoza,NA,14,EW Terms:,Heavy,134,127,161,154,-16,18,323.5,52,,95-F67,21,9,143,50,
Fairyhouse,775452,2021-01-16,2:15,9,Top Moon,NA,14,EW Terms:,Heavy,134,112,155,133,-31,12,256,38,,0-7660,21,6,143,70,
Fairyhouse,775452,2021-01-16,2:15,10,Pont Aven,NA,14,EW Terms:,Heavy,134,142,162,170,-1,19,372.25,62.6666666666667,,PUP-94,21,8,143,59,
Fairyhouse,775452,2021-01-16,2:15,11,The Shunter,NA,14,EW Terms:,Heavy,134,126,167,159,-17,24,343,55.3333333333333,,-41141,62,8,143,,
Fairyhouse,775452,2021-01-16,2:15,12,Arvico Bleu,NA,14,EW Terms:,Heavy,134,96,163,125,-47,20,238,32.6666666666667,,/72-44,35,9,143,50,
Fairyhouse,775452,2021-01-16,2:15,13,Bel Ami De Sivola,NA,14,EW Terms:,Heavy,134,125,159,150,-18,16,310,49.3333333333333,,55P/P2,49,10,143,50,
Fairyhouse,775452,2021-01-16,2:15,14,Kildorrery,NA,14,EW Terms:,Heavy,134,137,165,168,-6,22,368.5,61.3333333333333,,47-P33,49,8,143,50,5
Fairyhouse,775452,2021-01-16,2:15,15,Timoteo,NA,14,EW Terms:,Heavy,134,132,150,148,-11,7,297.25,48,,8P-540,21,8,143,50,
Fairyhouse,775452,2021-01-16,2:15,16,Game Of War,NA,14,EW Terms:,Heavy,134,89,151,106,-54,8,172,20,,16/0-9,49,9,143,50,7
Fairyhouse,775452,2021-01-16,2:15,17,Dakota Moirette,NA,14,EW Terms:,Heavy,134,85,155,106,-58,12,175,20,,26U335,3,8,143,50,
Warwick,773846,2021-01-16,2:25,1,Adrimel,12814,11                            (MAX 18),EW Terms:,Heavy,132,110,146,124,-47,-11,181.75,22,0,110-11,45,6,157,100,
Warwick,773846,2021-01-16,2:25,2,Fitz Well,12814,11                            (MAX 18),EW Terms:,Heavy,NA,78,115,NA,-76,-39,NA,NA,0,3-40,18,6,154,50,
Warwick,773846,2021-01-16,2:25,3,Glen Mooar,12814,11                            (MAX 18),EW Terms:,Heavy,NA,87,108,NA,-67,-46,NA,NA,0,7/F-07,25,7,154,50,
Warwick,773846,2021-01-16,2:25,4,Jay Bee Why,12814,11                            (MAX 18),EW Terms:,Heavy,NA,112,139,NA,-42,-15,NA,NA,0,10-1,37,6,154,70,
Warwick,773846,2021-01-16,2:25,5,Lord Of Kerak,12814,11                            (MAX 18),EW Terms:,Heavy,133,109,146,122,-45,-8,185,23,0,221,39,6,154,54,
Warwick,773846,2021-01-16,2:25,6,Make Me A Believer,12814,11                            (MAX 18),EW Terms:,Heavy,137,135,152,150,-19,-2,277.5,43,0,F/1-21,36,6,154,30,
Warwick,773846,2021-01-16,2:25,7,Midnight River,12814,11                            (MAX 18),EW Terms:,Heavy,135,129,148,142,-25,-6,248.5,37,0,33-121,48,6,154,58,
Warwick,773846,2021-01-16,2:25,8,Mint Condition,12814,11                            (MAX 18),EW Terms:,Heavy,135,112,147,124,-42,-7,193.75,25,0,2-1141,21,7,154,,
Warwick,773846,2021-01-16,2:25,9,Optimise Prime,12814,11                            (MAX 18),EW Terms:,Heavy,128,115,139,126,-39,-15,186.75,24,0,811,35,5,154,50,
Warwick,773846,2021-01-16,2:25,10,Oscar Elite,12814,11                            (MAX 18),EW Terms:,Heavy,140,132,149,141,-22,-5,251.25,38,0,581-11,42,6,154,33,
Warwick,773846,2021-01-16,2:25,11,Sending Love,12814,11                            (MAX 18),EW Terms:,Heavy,135,99,148,112,-55,-6,158.5,17,0,/3P-13,43,8,154,61,
Warwick,773846,2021-01-16,2:25,12,Pure Bliss,12814,11                            (MAX 18),EW Terms:,Heavy,125,129,145,149,-18,-2,276.5,43,0,/1P-11,30,6,147,67,
Lingfield (AW),774005,2021-01-16,2:35,1,Pholas,2782,13                            (MAX 14),EW Terms:,Standard,60,11,64,15,-122,-69,-212.75,-58.6666666666667,7,048-,116,4,133,57,
Lingfield (AW),774005,2021-01-16,2:35,2,Holy Tiber,2782,13                            (MAX 14),EW Terms:,Standard,60,67,76,83,-66,-57,0.25,-13.3333333333333,4,71474-,54,6,133,59,
Lingfield (AW),774005,2021-01-16,2:35,3,Bint Dandy,2782,13                            (MAX 14),EW Terms:,Standard,60,66,76,82,-67,-57,-2.75,-14,13,5979-3,14,10,133,62,
Lingfield (AW),774005,2021-01-16,2:35,4,Mayson Mount,2782,13                            (MAX 14),EW Terms:,Standard,59,61,73,75,-71,-59,-24.25,-18.3333333333333,11,9037-4,8,4,132,60,
Lingfield (AW),774005,2021-01-16,2:35,5,Apollinaris,2782,13                            (MAX 14),EW Terms:,Standard,59,67,73,81,-65,-59,-6.25,-14.3333333333333,2,6077-1,14,4,132,79,
Lingfield (AW),774005,2021-01-16,2:35,6,Champagne Supanova,2782,13                            (MAX 14),EW Terms:,Standard,59,54,70,65,-78,-62,-56.5,-25,6,78960-,34,4,132,75,
Lingfield (AW),774005,2021-01-16,2:35,7,Morning Shadow,2782,13                            (MAX 14),EW Terms:,Standard,58,48,73,63,-83,-58,-58.5,-26,9,60870-,16,4,131,,5
Lingfield (AW),774005,2021-01-16,2:35,8,Desert Dream,2782,13                            (MAX 14),EW Terms:,Standard,57,63,75,81,-67,-55,-1.25,-13.6666666666667,12,90/01-,17,7,130,,
Lingfield (AW),774005,2021-01-16,2:35,9,Trixie Waterbury,2782,13                            (MAX 14),EW Terms:,Standard,56,59,72,75,-70,-57,-19.75,-17.3333333333333,14,9730-8,14,4,129,67,
Lingfield (AW),774005,2021-01-16,2:35,10,Aces N Kings,2782,13                            (MAX 14),EW Terms:,Standard,56,NA,63,NA,NA,-66,NA,NA,1,549-,208,4,129,29,
Lingfield (AW),774005,2021-01-16,2:35,11,Amnaa,2782,13                            (MAX 14),EW Terms:,Standard,46,61,73,88,-58,-46,37.5,-5.33333333333333,3,9183-7,11,4,119,33,3
Lingfield (AW),774005,2021-01-16,2:35,12,Porto Ferro,2782,13                            (MAX 14),EW Terms:,Standard,46,62,69,85,-57,-50,25.5,-7.33333333333333,5,60345-,16,7,119,33,
Lingfield (AW),774005,2021-01-16,2:35,13,Your Choice,2782,13                            (MAX 14),EW Terms:,Standard,46,48,67,69,-71,-52,-24,-18,8,6808-7,7,6,119,38,7
Lingfield (AW),774005,2021-01-16,2:35,14,Alfie's Angel,2782,13                            (MAX 14),EW Terms:,Standard,46,40,66,60,-79,-53,-51.75,-24,10,8849-7,10,7,119,29,7
Market Rasen,773838,2021-01-16,2:40,1,On The Blind Side,9747,8                            (MAX 18),EW Terms:,Heavy,152,158,163,169,0,5,346.75,58,0,31-122,7,9,158,32,
Market Rasen,773838,2021-01-16,2:40,2,Chidswell,9747,8                            (MAX 18),EW Terms:,Heavy,123,NA,136,NA,NA,-18,NA,NA,0,P23-36,35,12,154,,
Market Rasen,773838,2021-01-16,2:40,3,Justatenner,9747,8                            (MAX 18),EW Terms:,Heavy,133,102,147,116,-52,-7,167.75,19,0,36U106,34,10,154,50,
Market Rasen,773838,2021-01-16,2:40,4,Keeper Hill,9747,8                            (MAX 18),EW Terms:,Heavy,144,NA,158,NA,NA,4,NA,NA,0,23-445,42,10,154,36,
Market Rasen,773838,2021-01-16,2:40,5,Lil Rockerfeller,9747,8                            (MAX 18),EW Terms:,Heavy,149,152,165,168,-2,11,353.25,59,0,/323-2,50,10,154,,
Market Rasen,773838,2021-01-16,2:40,6,Looking Well,9747,8                            (MAX 18),EW Terms:,Heavy,130,131,138,139,-23,-16,227,33.3333333333333,0,9F1F/4,70,12,154,,
Market Rasen,773838,2021-01-16,2:40,7,Mohaayed,9747,8                            (MAX 18),EW Terms:,Heavy,141,132,160,151,-22,6,290.5,45,0,90-423,36,9,154,58,
Market Rasen,773838,2021-01-16,2:40,8,Vision Des Flos,9747,8                            (MAX 18),EW Terms:,Heavy,149,93,160,104,-61,6,157.5,16.3333333333333,0,60-U59,50,8,154,36,
Meydan,776147,2021-01-16,2:40,1,Big Kitten,11056,11,EW Terms:,Fast,89,NA,NA,NA,NA,NA,NA,NA,4,/0082-,72,6,132,,
Meydan,776147,2021-01-16,2:40,2,Three Weeks,11056,11,EW Terms:,Fast,86,NA,NA,NA,NA,NA,NA,NA,3,467/9-,302,6,129,,
Meydan,776147,2021-01-16,2:40,3,Homespin,11056,11,EW Terms:,Fast,85,NA,99,NA,NA,-28,NA,NA,9,98268-,109,4,127,,
Meydan,776147,2021-01-16,2:40,4,Welsh Lord,11056,11,EW Terms:,Fast,83,NA,100,NA,NA,-26,NA,NA,6,06312-,30,6,126,,
Meydan,776147,2021-01-16,2:40,5,Miller's House,11056,11,EW Terms:,Fast,83,NA,102,NA,NA,-23,NA,NA,7,56315-,28,4,125,,
Meydan,776147,2021-01-16,2:40,6,Twelfthofneverland,11056,11,EW Terms:,Fast,82,NA,84,NA,NA,-41,NA,NA,11,04/9-,30,5,125,,4
Meydan,776147,2021-01-16,2:40,7,Habah,11056,11,EW Terms:,Fast,81,NA,NA,NA,NA,NA,NA,NA,10,0/851-,29,5,123,,
Meydan,776147,2021-01-16,2:40,8,Faadhel,11056,11,EW Terms:,Fast,80,NA,65,NA,NA,-57,NA,NA,16,13/07-,29,6,122,,
Meydan,776147,2021-01-16,2:40,9,Harbour Dance,11056,11,EW Terms:,Fast,79,NA,101,NA,NA,-20,NA,NA,14,/7159-,310,5,121,,
Meydan,776147,2021-01-16,2:40,10,Knockacullion,11056,11,EW Terms:,Fast,79,NA,102,NA,NA,-19,NA,NA,13,1/600-,30,5,121,,
Meydan,776147,2021-01-16,2:40,11,Mudallel,11056,11,EW Terms:,Fast,79,NA,102,NA,NA,-19,NA,NA,2,/0302-,28,7,121,,
Meydan,776147,2021-01-16,2:40,12,Untold Secret,11056,11,EW Terms:,Fast,79,NA,101,NA,NA,-20,NA,NA,12,1574-3,8,9,121,,
Meydan,776147,2021-01-16,2:40,13,Secret Trade,11056,11,EW Terms:,Fast,78,NA,109,NA,NA,-11,NA,NA,1,37954-,30,8,120,,
Meydan,776147,2021-01-16,2:40,14,Tradesman,11056,11,EW Terms:,Fast,78,NA,NA,NA,NA,NA,NA,NA,8,/6167-,30,9,120,,
Meydan,776147,2021-01-16,2:40,15,Mulfit,11056,11,EW Terms:,Fast,77,NA,NA,NA,NA,NA,NA,NA,15,215/0-,30,5,119,,
Meydan,776147,2021-01-16,2:40,16,Karnavaal,11056,11,EW Terms:,Fast,76,NA,97,NA,NA,-21,NA,NA,5,00452-,27,5,118,,
Fairyhouse,776175,2021-01-16,2:50,1,Alfa Mix,NA,13,EW Terms:,Heavy,NA,67,139,NA,-101,-29,NA,NA,,127-44,36,6,168,54,
Fairyhouse,776175,2021-01-16,2:50,2,All The Best,NA,13,EW Terms:,Heavy,NA,NA,90,NA,NA,-78,NA,NA,,5P4-08,13,6,168,67,
Fairyhouse,776175,2021-01-16,2:50,3,Dakota Beat,NA,13,EW Terms:,Heavy,NA,NA,118,NA,NA,-50,NA,NA,,323205,20,6,168,54,
Fairyhouse,776175,2021-01-16,2:50,4,Granny Knot,NA,13,EW Terms:,Heavy,NA,NA,NA,NA,NA,NA,NA,NA,,/616-P,46,6,168,,
Fairyhouse,776175,2021-01-16,2:50,5,Ilikedwayurthinkin,NA,13,EW Terms:,Heavy,NA,62,127,NA,-106,-41,NA,NA,,958-53,82,7,168,54,
Fairyhouse,776175,2021-01-16,2:50,6,Knockmoylan,NA,13,EW Terms:,Heavy,NA,NA,NA,NA,NA,NA,NA,NA,,6-2364,42,6,168,,
Fairyhouse,776175,2021-01-16,2:50,7,Optum,NA,13,EW Terms:,Heavy,NA,NA,NA,NA,NA,NA,NA,NA,,-04205,13,6,168,100,5
Fairyhouse,776175,2021-01-16,2:50,8,Port Stanley,NA,13,EW Terms:,Heavy,132,102,132,102,-66,-36,75,0,,21-332,35,7,168,20,
Fairyhouse,776175,2021-01-16,2:50,9,Sunnyvilla,NA,13,EW Terms:,Heavy,NA,NA,NA,NA,NA,NA,NA,NA,,F-2P,NA,6,168,,
Fairyhouse,776175,2021-01-16,2:50,10,Thatsy,NA,13,EW Terms:,Heavy,NA,90,138,NA,-78,-30,NA,NA,,97-245,35,7,168,56,
Fairyhouse,776175,2021-01-16,2:50,11,Aramax,NA,13,EW Terms:,Heavy,NA,76,139,NA,-86,-23,NA,NA,,11-080,88,5,162,56,
Fairyhouse,776175,2021-01-16,2:50,12,Routine Excellence,NA,13,EW Terms:,Heavy,NA,NA,NA,NA,NA,NA,NA,NA,,16,19,5,162,54,5
Fairyhouse,776175,2021-01-16,2:50,13,Temptationinmilan,NA,13,EW Terms:,Heavy,NA,NA,NA,NA,NA,NA,NA,NA,,87050,17,5,162,100,
Fairyhouse,776175,2021-01-16,2:50,14,Sovereign Gold,NA,13,EW Terms:,Heavy,NA,NA,121,NA,NA,-40,NA,NA,,11-345,18,7,161,54,
Warwick,773844,2021-01-16,3:00,1,Ballyoptic,28475,13                            (MAX 20),EW Terms:,Soft,160,113,169,122,-53,3,196.25,24,0,401-P0,49,11,166,48,5
Warwick,773844,2021-01-16,3:00,2,Walk In The Mill,28475,13                            (MAX 20),EW Terms:,Soft,149,120,167,138,-35,12,262,38.3333333333333,0,P12-7F,42,11,155,55,
Warwick,773844,2021-01-16,3:00,3,The Hollow Ginge,28475,13                            (MAX 20),EW Terms:,Soft,143,142,167,166,-7,18,356.5,59,0,1P-U4U,7,8,149,48,
Warwick,773844,2021-01-16,3:00,4,Storm Control,28475,13                            (MAX 20),EW Terms:,Soft,142,135,169,162,-13,21,347.75,56.6666666666667,0,3-7311,36,8,148,50,
Warwick,773844,2021-01-16,3:00,5,Le Breuil,28475,13                            (MAX 20),EW Terms:,Soft,140,115,173,148,-31,27,312.25,48,0,750-43,42,9,146,50,
Warwick,773844,2021-01-16,3:00,6,Notachance,28475,13                            (MAX 20),EW Terms:,Soft,139,114,168,143,-31,23,295.25,45,0,2152-1,66,7,145,70,
Warwick,773844,2021-01-16,3:00,7,Late Romantic,28475,13                            (MAX 20),EW Terms:,Soft,137,89,162,114,-54,19,207.25,26.3333333333333,0,421-P1,45,11,143,55,
Warwick,773844,2021-01-16,3:00,8,Captain Chaos,28475,13                            (MAX 20),EW Terms:,Soft,136,140,173,177,-2,31,406.25,68.6666666666667,0,21-PP0,49,10,142,58,
Warwick,773844,2021-01-16,3:00,9,Achille,28475,13                            (MAX 20),EW Terms:,Soft,134,NA,165,NA,NA,25,NA,NA,0,1P1/2-,427,11,140,41,
Warwick,773844,2021-01-16,3:00,10,Red Infantry,28475,13                            (MAX 20),EW Terms:,Soft,134,NA,165,NA,NA,25,NA,NA,0,5U7/5-,448,11,140,43,
Warwick,773844,2021-01-16,3:00,11,Django Django,28475,13                            (MAX 20),EW Terms:,Soft,134,114,170,150,-26,30,326.5,51.3333333333333,0,14-0P5,18,8,140,55,
Warwick,773844,2021-01-16,3:00,12,Didero Vallis,28475,13                            (MAX 20),EW Terms:,Soft,134,136,161,163,-4,21,358.75,60,0,P52-68,42,8,140,41,
Warwick,773844,2021-01-16,3:00,13,Petite Power,28475,13                            (MAX 20),EW Terms:,Soft,134,111,159,136,-29,19,276.25,42,0,3P-047,43,12,140,53,7
Lingfield (AW),773999,2021-01-16,3:10,1,Huraiz,7246,9                            (MAX 12),EW Terms:,Standard,96,86,105,95,-50,-31,85.75,4.66666666666667,3,/5296-,51,4,136,62,
Lingfield (AW),773999,2021-01-16,3:10,2,Will To Win,7246,9                            (MAX 12),EW Terms:,Standard,93,66,106,79,-67,-27,43.75,-5,9,82959-,28,4,133,50,
Lingfield (AW),773999,2021-01-16,3:10,3,Top Breeze,7246,9                            (MAX 12),EW Terms:,Standard,91,93,107,109,-38,-24,138,15.6666666666667,1,33245-,17,5,131,36,
Lingfield (AW),773999,2021-01-16,3:10,4,Total Commitment,7246,9                            (MAX 12),EW Terms:,Standard,90,95,106,111,-35,-24,145,17.3333333333333,10,46812-,45,5,130,67,
Lingfield (AW),773999,2021-01-16,3:10,5,Recon Mission,7246,9                            (MAX 12),EW Terms:,Standard,89,57,107,75,-72,-22,39.5,-6.33333333333333,4,60581-,16,5,129,32,
Lingfield (AW),773999,2021-01-16,3:10,6,Kondratiev Wave,7246,9                            (MAX 12),EW Terms:,Standard,88,96,106,114,-32,-22,157.5,20,7,20900-,137,4,128,32,
Lingfield (AW),773999,2021-01-16,3:10,7,Sun Power,7246,9                            (MAX 12),EW Terms:,Standard,85,77,107,99,-48,-18,118.5,11,5,80841-,17,4,125,43,
Lingfield (AW),773999,2021-01-16,3:10,8,Stake Acclaim,7246,9                            (MAX 12),EW Terms:,Standard,84,64,102,82,-60,-22,65.5,0,8,/000-6,12,9,124,33,
Lingfield (AW),773999,2021-01-16,3:10,9,Count Otto,7246,9                            (MAX 12),EW Terms:,Standard,80,84,103,107,-36,-17,148.25,18,6,29785-,16,6,120,67,
Lingfield (AW),773999,2021-01-16,3:10,10,Deputise,7246,9                            (MAX 12),EW Terms:,Standard,77,76,108,107,-41,-9,157.25,19,2,00089-,44,5,117,78,
Market Rasen,773837,2021-01-16,3:15,1,Chosen Port,11390,7                            (MAX 16),EW Terms:,Heavy,NA,36,112,NA,-118,-42,NA,NA,0,1-2,52,5,154,56,
Market Rasen,773837,2021-01-16,3:15,2,Dragon Bones,11390,7                            (MAX 16),EW Terms:,Heavy,NA,NA,110,NA,NA,-44,NA,NA,0,1-,451,6,154,43,
